Nominal CL_scaled,Nominal AK_scaled,Nominal TF_scaled,Nominal TO_scaled,Total_Mutasi_scaled,Selisih_Final_scaled,Jumlah_Titik_Mutasi,Hari,Hari_dalam_Minggu,Akhir_Pekan,Is_Outlier_Nominal,Jenis_Bayar_Encoded,Akun_Closing_Encoded
-0.22783631696052364,-0.15891612247058776,-0.17726053497137864,-0.38434151536826466,-0.21404974677855304,0.09271566427881912,1,16,5,1,0,9,0
-0.3204087754997037,-0.24422158105523753,-0.17726053497137864,-0.38434151536826466,-0.26206638111708663,0.09271566427881912,1,25,0,0,0,4,1
-0.16817815536217934,-0.10404956140054977,-0.17726053497137864,-0.38434151536826466,-0.18316652260950902,0.09277466830226055,1,30,5,1,0,9,0
0.02748946172206195,0.07660862748859966,-0.17726053497137864,-0.38434151536826466,-0.08147785766265685,0.09258381578199322,1,5,1,0,0,9,0
-0.4456675343055651,-0.2365322332525927,-0.17726053497137864,-0.38434151536826466,-0.2577382102372006,0.0256987487651005,1,9,5,1,0,8,7
-0.18422360283181508,-0.11876985827299899,-0.17726053497137864,-0.38434151536826466,-0.19145226567925255,0.09273897451030215,1,27,2,0,0,9,0
0.5000408869654698,0.5118222337754001,0.6544109315821863,-0.38434151536826466,0.6540264636561154,-0.3816628437403043,2,14,3,0,1,9,0
0.21443221244757651,0.24863403136646092,-0.17726053497137864,-0.38434151536826466,0.015351595598475754,0.09271566427881912,1,25,0,0,0,4,1
-0.11817572552468289,-0.0578813575733227,-0.17726053497137864,-0.38434151536826466,-0.1571794193453135,0.09272513406035911,1,17,6,1,0,9,0
0.16185356541294604,0.20018284331519762,0.23948640600814372,-0.38434151536826466,0.23388279631737102,-0.14499333504834083,2,5,1,0,1,9,0
-0.0826155053971627,-0.35964744345853156,-0.17726053497137864,-0.38434151536826466,-0.3270371522750555,0.274826847740011,0,15,4,0,0,2,2
0.40182369548082186,0.4211973951845699,-0.17726053497137864,-0.38434151536826466,0.11248385510633899,0.09277976741539747,1,1,4,0,0,9,0
